"x"
"1",2967.32628087463
"2",92076.5620901421
"3",55524.0110286575
"4",19132.9669829701
"5",33579.1976891494
"6",30914.7098937191
"7",16949.5805911162
"8",10001.542063377
"9",55992.5389232663
"10",32158.7506426989
"11",36835.8190916452
"12",36603.7985063767
"13",47441.0869881022
"14",6652.56761315889
"15",21885.5364656265
"16",22490.1676382243
"17",121141.766980211
"18",10288.0532034156
"19",57713.4348277224
"20",77445.8803470387
"21",13828.7253085174
"22",38908.5796771459
"23",18998.0432149324
"24",98200.2845656849
"25",16910.7820902639
"26",48506.8174967165
"27",29654.2946650993
"28",7708.48032321586
"29",13127.5308919698
"30",34324.2269995251
"31",233993.493151223
"32",36028.1765862064
"33",62368.6479394444
"34",19658.9725637129
"35",21825.6428397577
"36",19363.9985584622
"37",99233.7018933328
"38",53447.5650385807
"39",44645.4898142414
"40",97074.0078903621
"41",83212.3851042058
"42",21746.3878730245
"43",15271.9393168755
"44",39724.2466215366
"45",46398.6347132758
"46",18820.8394217307
"47",7845.56175931814
"48",13874.9145022302
"49",49872.128186125
"50",22546.4051051406
"51",183676.9883299
"52",9889.19115766639
"53",21300.5564591329
"54",5695.03567401066
"55",198145.453999276
"56",43372.1086053879
"57",81654.2551161676
"58",5079.15560452795
"59",761838.610420607
"60",746160.208578266
"61",614461.671060357
"62",9839.41944862422
"63",17313.9923938135
"64",460779.170570318
"65",15796.0563181816
"66",12231.5464747593
"67",406124.530906065
"68",26900.9983379106
"69",40463.8238913075
"70",116839.403479617
"71",376706.19452777
"72",121699.712053674
"73",42399.7917637327
"74",19855.1233017917
"75",6564.16303555389
"76",50793.7926871739
"77",97226.4973361257
"78",62092.3772377106
"79",17529.2936336887
"80",18040.9958073695
"81",42354.3919611088
"82",29241.2208134588
"83",247398.470666215
"84",28386.0048528682
"85",21332.8747824941
"86",3403881.32292222
"87",9120.45367499348
"88",6425.38953280802
"89",17900.8972822198
"90",28151.1641449291
"91",12640.7981676109
"92",33064.5678137882
"93",12130.7371890307
"94",28877.8601424684
"95",60266.0391211471
"96",70756.5190546508
"97",17686.4028428166
"98",28518.9652536633
"99",11476.4049674402
"100",38128.8521286257
"101",25489.607149689
"102",10368.1626602649
"103",16406.4990706186
"104",73007.0260301815
"105",29757.7570619337
"106",249657.405446428
"107",21864.0275901119
"108",26594.1195942221
"109",26546.0766158333
"110",18073.3035941842
"111",17441.1539060034
"112",36829.6479633786
"113",22449.4696475856
"114",45700.4697982073
"115",21894.6568284574
"116",31036.6691059169
"117",11371.6127699518
"118",20331.301566784
"119",44853.6745046627
"120",12192.877450798
"121",17051.8843716736
"122",31021.8715069522
"123",9853.13652838499
"124",70501.4059856796
"125",153244.23149571
"126",17667.9903926412
"127",32166.9773542551
"128",270557.252550499
"129",325679.351977208
"130",493866.854360545
"131",393799.517102625
"132",114498.005602227
"133",35128.1540669294
"134",180674.614242406
"135",34525.7487736095
"136",22287.0993735129
"137",14952.1489721574
"138",20370.0210252806
"139",36759.3167912236
"140",31663.850363845
"141",40322.6126075736
"142",35357.4817727851
"143",158563.412938722
"144",37039.8273281501
"145",31573.66920275
"146",28377.3562708455
"147",11091.2669466061
"148",54353.3268360783
"149",21246.2488390898
"150",14694.2229651131
"151",11863.6119898075
"152",9768.23112045996
"153",22251.8002262289
"154",33584.071443204
"155",26272.3187049749
